Datetime,Open,High,Low,Close,Volume,"('Datetime', '')","('Close', 'BTC-USD')","('High', 'BTC-USD')","('Low', 'BTC-USD')","('Open', 'BTC-USD')","('Volume', 'BTC-USD')","('Datetime', '').1","('Close', 'BTC-USD').1","('High', 'BTC-USD').1","('Low', 'BTC-USD').1","('Open', 'BTC-USD').1","('Volume', 'BTC-USD').1","('Datetime', '').2","('Close', 'BTC-USD').2","('High', 'BTC-USD').2","('Low', 'BTC-USD').2","('Open', 'BTC-USD').2","('Volume', 'BTC-USD').2","('Datetime', '').3","('Close', 'BTC-USD').3","('High', 'BTC-USD').3","('Low', 'BTC-USD').3","('Open', 'BTC-USD').3","('Volume', 'BTC-USD').3","('Datetime', '').4","('Close', 'BTC-USD').4","('High', 'BTC-USD').4","('Low', 'BTC-USD').4","('Open', 'BTC-USD').4","('Volume', 'BTC-USD').4","('Datetime', '').5","('Close', 'BTC-USD').5","('High', 'BTC-USD').5","('Low', 'BTC-USD').5","('Open', 'BTC-USD').5","('Volume', 'BTC-USD').5","('Datetime', '').6","('Close', 'BTC-USD').6","('High', 'BTC-USD').6","('Low', 'BTC-USD').6","('Open', 'BTC-USD').6","('Volume', 'BTC-USD').6","('Datetime', '').7","('Close', 'BTC-USD').7","('High', 'BTC-USD').7","('Low', 'BTC-USD').7","('Open', 'BTC-USD').7","('Volume', 'BTC-USD').7","('Datetime', '').8","('Close', 'BTC-USD').8","('High', 'BTC-USD').8","('Low', 'BTC-USD').8","('Open', 'BTC-USD').8","('Volume', 'BTC-USD').8","('Datetime', '').9","('Close', 'BTC-USD').9","('High', 'BTC-USD').9","('Low', 'BTC-USD').9","('Open', 'BTC-USD').9","('Volume', 'BTC-USD').9","('Datetime', '').10","('Close', 'BTC-USD').10","('High', 'BTC-USD').10","('Low', 'BTC-USD').10","('Open', 'BTC-USD').10","('Volume', 'BTC-USD').10","('Datetime', '').11","('Close', 'BTC-USD').11","('High', 'BTC-USD').11","('Low', 'BTC-USD').11","('Open', 'BTC-USD').11","('Volume', 'BTC-USD').11","('Datetime', '').12","('Close', 'BTC-USD').12","('High', 'BTC-USD').12","('Low', 'BTC-USD').12","('Open', 'BTC-USD').12","('Volume', 'BTC-USD').12","('Datetime', '').13","('Close', 'BTC-USD').13","('High', 'BTC-USD').13","('Low', 'BTC-USD').13","('Open', 'BTC-USD').13","('Volume', 'BTC-USD').13","('Datetime', '').14","('Close', 'BTC-USD').14","('High', 'BTC-USD').14","('Low', 'BTC-USD').14","('Open', 'BTC-USD').14","('Volume', 'BTC-USD').14","('Datetime', '').15","('Close', 'BTC-USD').15","('High', 'BTC-USD').15","('Low', 'BTC-USD').15","('Open', 'BTC-USD').15","('Volume', 'BTC-USD').15","('Datetime', '').16","('Close', 'BTC-USD').16","('High', 'BTC-USD').16","('Low', 'BTC-USD').16","('Open', 'BTC-USD').16","('Volume', 'BTC-USD').16","('Datetime', '')","('Close', 'BTC-USD')","('High', 'BTC-USD')","('Low', 'BTC-USD')","('Open', 'BTC-USD')","('Volume', 'BTC-USD')"
2025-06-23 08:00:00,101962.71875,102063.7265625,101789.9453125,101925.3984375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 09:00:00,101920.8671875,101920.8671875,101447.4765625,101610.2890625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 10:00:00,101596.765625,101596.765625,101240.2265625,101536.203125,82984960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 11:00:00,101509.109375,101585.234375,101210.75,101354.234375,355401728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 12:00:00,101342.171875,101638.3125,101186.1875,101638.3125,1159589888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 13:00:00,101693.2109375,102433.796875,100888.125,102433.796875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 14:00:00,102420.890625,102520.3828125,101607.5546875,101607.5546875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 15:00:00,101694.5078125,102071.578125,101383.53125,101502.34375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 16:00:00,101473.6953125,101473.6953125,99919.1640625,100346.1796875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 17:00:00,100737.8203125,102687.5,100595.03125,102472.109375,3249803264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 18:00:00,102551.890625,103303.03125,102540.71875,103055.1640625,1407447040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 19:00:00,103049.59375,103298.171875,102761.0703125,103298.171875,332828672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 20:00:00,103236.296875,103966.1328125,103041.5,103785.7734375,700530688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 21:00:00,103786.7265625,104246.578125,103722.5625,103789.1953125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 22:00:00,103812.9921875,106052.0,103785.3046875,105721.0,2595319808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 23:00:00,105678.8515625,105722.609375,105228.984375,105571.515625,2481397760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 00:00:00,105407.609375,105533.234375,105005.375,105202.1796875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 01:00:00,105198.765625,105539.6875,105074.984375,105539.6875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 02:00:00,105529.453125,105529.453125,104822.1875,104840.8046875,1177288704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 03:00:00,104845.5859375,105161.1484375,104826.75,105031.109375,644734976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 04:00:00,105011.3046875,105020.640625,104817.8046875,104892.1640625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 05:00:00,104951.421875,105458.421875,104951.421875,105455.7109375,1275543552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 06:00:00,105476.7734375,105880.46875,105349.609375,105785.640625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 07:00:00,105785.640625,105831.125,105005.8203125,105005.8203125,583507968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 08:00:00,105034.796875,105197.8203125,104760.0,105080.71875,1063448576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 09:00:00,105081.671875,105637.75,105049.7890625,105285.7578125,720756736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 10:00:00,105281.90625,105413.3984375,105183.2109375,105358.796875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 11:00:00,105374.390625,105453.640625,105089.984375,105248.359375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 12:00:00,105268.2109375,105353.234375,105043.671875,105254.1640625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 13:00:00,105264.7578125,105353.859375,104927.65625,105129.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 14:00:00,105125.03125,105656.828125,105068.265625,105553.9453125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 15:00:00,105565.0,105771.65625,105269.6171875,105276.109375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 16:00:00,105285.0390625,106071.421875,105272.234375,106071.421875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 17:00:00,106279.9296875,106295.125,105713.8046875,106089.734375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 18:00:00,106108.890625,106131.921875,105621.828125,105636.109375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 19:00:00,105602.1796875,105683.734375,105370.90625,105605.2890625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 20:00:00,105697.1875,106142.59375,105524.7890625,106142.59375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 21:00:00,106124.2890625,106133.96875,105884.5859375,106049.640625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 22:00:00,106042.3984375,106072.515625,105850.078125,106072.515625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24 23:00:00,106073.3125,106073.3125,105842.8984375,106047.40625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 00:00:00,106102.046875,106465.875,105885.8359375,106420.140625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 01:00:00,106441.8984375,106548.109375,106096.828125,106405.578125,1173372928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 02:00:00,106428.3046875,106817.96875,106399.1953125,106554.015625,183230464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 03:00:00,106523.703125,106652.0,106280.6875,106313.6640625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 04:00:00,106297.46875,106338.09375,106105.9609375,106257.78125,521506816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 05:00:00,106254.2578125,106417.203125,106118.640625,106294.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 06:00:00,106272.9765625,106486.34375,106183.0625,106459.53125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 07:00:00,106448.4921875,106751.34375,106389.34375,106673.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 08:00:00,106666.546875,106685.46875,106396.203125,106609.546875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 09:00:00,106627.6328125,106969.0078125,106541.5546875,106675.8359375,271151104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 10:00:00,106675.1875,107168.078125,106628.359375,107064.796875,1749659648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 11:00:00,107126.203125,107243.6953125,106940.0703125,107233.0859375,484741120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 12:00:00,107247.265625,107269.03125,107002.953125,107250.1953125,292409344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 13:00:00,107233.0703125,108148.6328125,107233.0703125,108018.9765625,876261376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 14:00:00,107983.40625,108160.78125,107442.8125,107698.0234375,2266906624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 15:00:00,107693.3359375,107693.3359375,106817.453125,107046.5078125,1552142336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 16:00:00,107072.5390625,107511.6015625,107051.6796875,107206.609375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 17:00:00,107207.0390625,107554.421875,107007.5234375,107409.8828125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 18:00:00,107440.1953125,107583.9765625,107267.28125,107408.546875,50999296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 19:00:00,107441.5546875,107922.1328125,107441.5546875,107737.515625,1578885120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 20:00:00,107752.3125,107890.140625,107582.8984375,107840.578125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 21:00:00,107845.84375,108031.2734375,107503.8203125,107503.8203125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 22:00:00,107533.59375,107533.59375,107278.6328125,107338.046875,20873216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-25 23:00:00,107334.578125,107411.28125,107166.8203125,107375.0703125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 00:00:00,107372.0703125,107612.09375,107329.53125,107359.140625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 01:00:00,107380.890625,107838.7578125,107179.3515625,107669.296875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 02:00:00,107681.2734375,107991.828125,107650.34375,107985.328125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 03:00:00,108005.2421875,108274.921875,107856.9140625,107899.0390625,1576587264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 04:00:00,107929.109375,107937.328125,107756.046875,107878.8203125,108871680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 05:00:00,107873.875,107877.796875,107566.5625,107659.53125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 06:00:00,107671.4609375,107849.3125,107625.8125,107780.125,121450496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 07:00:00,107824.9140625,108092.0859375,107808.6953125,107866.8828125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 08:00:00,107855.8046875,108190.546875,107790.8203125,107843.625,1176891392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 09:00:00,107821.015625,107831.625,107379.1171875,107389.296875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 10:00:00,107382.875,107489.9609375,107316.4375,107425.2578125,393629696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 11:00:00,107420.421875,107449.0703125,107220.1328125,107365.1328125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 12:00:00,107372.484375,107403.90625,107165.015625,107192.1640625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 13:00:00,107160.265625,107289.4921875,106878.515625,106938.8828125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 14:00:00,106986.796875,107722.5703125,106947.9296875,107492.78125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 15:00:00,107485.796875,107506.3828125,106702.96875,107252.609375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 16:00:00,107333.4375,107397.3046875,107081.859375,107168.015625,296452096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26 17:00:00,107199.15625,107410.2890625,107199.15625,107222.359375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
